Id tin,Tiêu đề tin,Địa điểm tuyển dụng,Tỉnh thành tuyển dụng,Chức vụ,Mức lương,Hình thức làm việc,Ngành nghề,Lĩnh vực,Kinh nghiệm
783154,Nhân Viên Kho Đóng Gói Hàng Hoá (Long Biên),"696 Nguyễn Văn Cừ, Long Biên",Hà Nội,Mới Tốt Nghiệp,5 - 7 triệu,Toàn thời gian cố định,Lao động phổ thông,nhân viên đóng gói hàng hoá,Không yêu cầu
783153,NHÂN VIÊN KINH DOANH THỨC ĂN TÔM,Số 32 Cao Triều Phát Phường Tân Phong Quận 7 Thành phố Hồ Chí Minh,Kiên Giang,Nhân viên,15 - 20 triệu,Toàn thời gian cố định,Thủy sản,kỹ sư nuôi trồng thủy sản,Không yêu cầu
783151,NHÂN VIÊN TƯ VẤN QUA ĐIỆN THOẠI,"Tòa nhà HKL (154 – 156 Nguyễn Hữu Thọ, xã Phước Kiểm huyện Nhà Bè, TPHCM",Hồ Chí Minh,Nhân viên,7 - 10 triệu,Toàn thời gian cố định,Tư vấn,nhân viên tư vấn mỹ phẩm,Không yêu cầu
783150,Trưởng Phòng Nhân Sự [ Thu nhập 12-15 triệu ],83 Vũ Trọng Phụng - Thanh Xuân - Hà Nội,Hà Nội,Trưởng Phòng,10 - 15 triệu,Toàn thời gian cố định,"Hành chính - Văn phòng, Nhân sự",quản trị nhân lực,1 - 2 năm kinh nghiệm
783149,Sale thị trường,Số nhà 20 ngõ 1G Trần Quang Diệu Đống Đa Hà Nội,Hà Nội,Nhân viên,7 - 10 triệu,Toàn thời gian cố định,Tiếp thị - Quảng cáo,nhân viên tiếp thị sản phẩm,0 - 1 năm kinh nghiệm
783148,Nhân viên chứng từ xuất nhập khẩu,3G Phổ Quang Hoàng Triều building P2 Tân Bình,Hồ Chí Minh,Nhân viên,Thỏa thuận,Toàn thời gian cố định,"Logistic, Xuất - nhập khẩu",nhân viên chứng từ hàng xuất,2 - 5 năm kinh nghiệm
783147,Nhân Viên Sale Online,276 Huỳnh Ngọc Huệ Đà Nẵng,Đà Nẵng,Nhân viên,7 - 10 triệu,Toàn thời gian cố định,Dịch vụ,nhân viên dịch vụ khách hàng,0 - 1 năm kinh nghiệm
783146,Kỹ Sư QAQC Xây dựng,"Hồ Chí Minh Quận Gò Vấp 183/31 ĐƯỜNG SỐ 10, KHU PHỐ 3, PHƯỜNG 8",Hồ Chí Minh,Nhân viên,10 - 15 triệu,Toàn thời gian cố định,"Xây dựng, Thẩm định - Giám thẩm định - Quản lý chất lượng",nhân viên dịch vụ khách hàng,1 - 2 năm kinh nghiệm
783145,Kỹ sư khối lượng (QS),"Hồ Chí Minh Quận Gò Vấp 183/31 ĐƯỜNG SỐ 10, KHU PHỐ 3, PHƯỜNG 8",Hồ Chí Minh,Nhân viên,Thỏa thuận,Toàn thời gian cố định,Xây dựng,nhân viên dịch vụ khách hàng,2 - 5 năm kinh nghiệm
783144,Nhân Viên Kế Toán Hành Chính,"TĐS 4357, TBĐ Số 2, DA Chỉnh trang và PTĐT An Phú Cần Thơ, Đường Lê Hồng Nhi, phường Ba Láng, quận Cái Răng, Thành phố Cần Thơ.",Cần Thơ,Nhân viên,5 - 7 triệu,Toàn thời gian cố định,"Xây dựng, Kế toán - Kiểm toán",nhân viên kiểm toán,0 - 1 năm kinh nghiệm
783143,Nhân viên bán hàng,"140 Võ Văn Ngân, Bình Thọ, Thủ Đức, Thành phố Hồ Chí Minh",Hồ Chí Minh,Nhân viên,7 - 10 triệu,Toàn thời gian cố định,Ngành nghề khác,lương 7 triệu,Không yêu cầu
783142,Việc làm thêm hè cho học sinh và sinh viên lương 2-3h ngày lương 7-9tr tháng nhận lương theo tuần,Thành Phố Biên Hoà Đồng Nai,Đồng Nai,Nhân viên,7 - 10 triệu,Bán thời gian,"Khu chế xuất - Khu công nghiệp, Xây dựng, Làm đẹp - Thể lực - Spa",nhân viên trang điểm vừa học vừa làm,Không yêu cầu
783141,TUYỂN NHÂN VIÊN TƯ VẤN CSKH,"Tòa nhà Pico Plaza, Số 20 Cộng Hòa, Phường 12, Quận Tân Bình, TP HCM",Hồ Chí Minh,Nhân viên,10 - 15 triệu,Toàn thời gian cố định,"Chăm sóc khách hàng, Tư vấn, Telesales",tư vấn nha khoa,Không yêu cầu
783140,Nhân viên tài chính,Mộc Bài,Tây Ninh,Nhân viên,20 - 30 triệu,Hợp đồng,Kế toán - Kiểm toán,kế toán tổng hợp,Không yêu cầu
783139,Chăm sóc khách hàng,Mộc Bài,Tây Ninh,Nhân viên,20 - 30 triệu,Hợp đồng,Chăm sóc khách hàng,nhân viên chăm sóc khách hàng,Không yêu cầu
783138,Việc làm thêm hè part time thêm buổi tối 7-9 triệu tháng thời gian 2-3h ngày nhận lương theo tuần,Quận Gò Vấp Hồ Chí Minh,Hồ Chí Minh,Nhân viên,7 - 10 triệu,Bán thời gian,"Sinh viên làm thêm, Y tế - Dược, Việc làm bán hàng",nhân viên siêu thị mini,Không yêu cầu
783137,Nhân viên kinh doanh,Mộc Bài,Tây Ninh,Nhân viên,15 - 20 triệu,Hợp đồng,Việc làm bán hàng,quản lý bán hàng online,Không yêu cầu
783136,Nhân viên kinh doanh online,Mộc Bài,Tây Ninh,Nhân viên,15 - 20 triệu,Bán thời gian,Việc làm bán hàng,nhân viên bán hàng online,Không yêu cầu
783135,Việc làm thêm hè cho học sinh sinh viên part time 7-9 triệu tháng nhận lương tuần,Quận Tân Bình Thành Phố Hồ Chí Minh,Hồ Chí Minh,Nhân viên,7 - 10 triệu,Bán thời gian,"Dệt may - Da giày, Khách sạn - Nhà hàng, Xây dựng",kỹ sư xây dựng dân dụng,Không yêu cầu
783134,NHÂN VIÊN KINH DOANH KHU VỰC ĐỒNG THÁP,Đồng Tháp,Đồng Tháp,Nhân viên,10 - 15 triệu,Toàn thời gian cố định,"Nhân viên kinh doanh, Phát triển thị trường",chuyên viên kinh doanh,0 - 1 năm kinh nghiệm
783133,TUYỂN TRỰC TIẾP NHÂN VIÊN KINH DOANH TƯ VẤN ONLINE-VIỆC VĂN PHÒNG-BAO ĂN Ở-NHẬN VIỆC NGAY-CHÍNH NGẠCH,"CỬA KHẨU QUỐC TẾ XAMAT-CAMBODIA - st72 Trapeang Thlong Village,Krek Commune, Ponhea Krek District,Tboung Khmum Provinve,Cambodia",Tây Ninh,Nhân viên,15 - 20 triệu,Toàn thời gian cố định,"Nhân viên kinh doanh, Tư vấn, Lương cao",nhân viên kinh doanh lương cao,0 - 1 năm kinh nghiệm
783132,TUYỂN NHÂN VIÊN NAM BIÊN - PHIÊN DỊCH TIẾNG INDONESIA- NHẬN VIỆC NGAY,CỬA KHẨU QUỐC TẾ XAMAT-CAMBODIA,Tây Ninh,Nhân viên,20 - 30 triệu,Hợp đồng,Biên - Phiên dịch,phiên dịch viên,0 - 1 năm kinh nghiệm
783131,[ĐÈN HOÀNG GIA] NHÂN VIÊN TELESALE,216 NGUYỄN XIỂN -HẠ ĐÌNH - THANH XUÂN,Hà Nội,Nhân viên,10 - 15 triệu,Toàn thời gian cố định,"Telesales, Tư vấn, Chăm sóc khách hàng",telesale online,Không yêu cầu
783130,Nhân viên Chứng từ Giao Nhận Hải Quan,"222/8B Bùi Đinh Túy, phường 12, quận Bình Thạnh",Hồ Chí Minh,Nhân viên,7 - 10 triệu,Toàn thời gian cố định,"Logistic, Vận chuyển giao nhận, Xuất - nhập khẩu",nhân viên chứng từ logistics,0 - 1 năm kinh nghiệm
783129,Quản Lý Tập Sự,số 3 Lê Trọng Tấn - Thanh Xuân,Hà Nội,Quản lý cấp trung,7 - 10 triệu,Toàn thời gian cố định,Bảo hiểm,nhân viên kinh doanh bảo hiểm,Không yêu cầu
783128,Nhân viên Chăm sóc khách hàng,488/50 Phạm Văn Chiêu,Hồ Chí Minh,Mới Tốt Nghiệp,Thỏa thuận,Toàn thời gian cố định,"Chăm sóc khách hàng, Tư vấn, Telesales",nhân viên tư vấn,Không yêu cầu
783127,Quản Lý Kinh Doanh,số 3 Lê Trọng Tấn - Thanh Xuân,Hà Nội,Quản lý cấp trung,7 - 10 triệu,Toàn thời gian cố định,Bảo hiểm,nhân viên bảo hiểm,0 - 1 năm kinh nghiệm
783126,Chuyên viên kinh doanh,số 3 lê trọng tấn,Hà Nội,Mới Tốt Nghiệp,7 - 10 triệu,Bán thời gian,Bảo hiểm,nhân viên bảo hiểm nhân thọ,Không yêu cầu
783125,[ĐÈN HOÀNG GIA] NHÂN VIÊN MARKETING,216 NGUYỄN XIỂN -HẠ ĐÌNH - THANH XUÂN,Hà Nội,Nhân viên,7 - 10 triệu,Toàn thời gian cố định,Marketing - PR,marketing facebook,Không yêu cầu
783124,[HÀ NỘI] LEADER SALE LƯƠNG HẤP DẪN,"216 Nguyễn Xiển, Hạ Đình, Thanh Xuân, Hà Nội",Hà Nội,Trưởng nhóm,10 - 15 triệu,Toàn thời gian cố định,"Nhân viên kinh doanh, Tư vấn, Việc làm bán hàng",chuyên viên kinh doanh,1 - 2 năm kinh nghiệm
783123,Việc làm thêm cho học sinh sinh viên - part time 2-3 giờ lương 7-9 triệu tháng có phụ cấp,Quận Gò Vấp Thành Phố Hồ Chí Minh,Hồ Chí Minh,Nhân viên,7 - 10 triệu,Bán thời gian,"Khu chế xuất - Khu công nghiệp, Khách sạn - Nhà hàng, Xây dựng",thợ xây,Không yêu cầu
783122,Tuyển nhân viên tư vấn chăm sóc khách hàng và lao động phổ thông,Đường Dt743 khu công nghiệp Tân Đông Hiệp B Dĩ An Bình Dương,Bình Dương,Nhân viên,7 - 10 triệu,Toàn thời gian cố định,Chăm sóc khách hàng,nhân viên chăm sóc khách hàng online,Không yêu cầu
783121,Nhân viên Kế toán tổng hợp,Khu CN Tân Minh xã Minh Khai huyện Vũ Thư tỉnh Thái Bình,Thái Bình,Nhân viên,7 - 10 triệu,Toàn thời gian cố định,"Dệt may - Da giày, Kế toán - Kiểm toán",kế toán tổng hợp,2 - 5 năm kinh nghiệm
783120,Tuyền dụng CEO cho Phòng khám,Số 601 Cách mạng tháng támPhường Phú CườngTPthủ Dầu một Bình Dương,Bình Dương,Giám Đốc,Thỏa thuận,Toàn thời gian cố định,"Marketing - PR, Y tế - Dược, Quản lý điều hành",quản lý marketing,5 - 10 năm kinh nghiệm
783119,Việc làm thêm uy tín part time lương 7-9tr tháng thời gian tự do 2-3h ngày,Thành Phố Thủ Dầu Một Bình Dương,Bình Dương,Nhân viên,7 - 10 triệu,Bán thời gian,"Lao động phổ thông, Khách sạn - Nhà hàng, Y tế - Dược",điều dưỡng spa,Không yêu cầu
783118,Nhân viên làm thêm online lương Lương 7-9 triệu thời gian tự do và không cần kinh nghiệm 2-3h ngày,Quận Mười Hai Thành Phố Hồ Chí Minh,Hồ Chí Minh,Nhân viên,7 - 10 triệu,Bán thời gian,"Sinh viên làm thêm, Nhập liệu, Ngành nghề khác",nhân viên nhập liệu excel,Không yêu cầu
783117,TUYỂN NVKD BĐS ĐI LÀM NGAY,Số 285 Đội Cấn,Hà Nội,Nhân viên,15 - 20 triệu,Toàn thời gian cố định,"KD bất động sản, Lương cao, Nhân viên kinh doanh",chuyên viên kinh doanh bất động sản,Không yêu cầu
783115,CẦN TUYỂN VỊ TRÍ CHUYÊN VIÊN TUYỂN DỤNG,369 NGUYỄN TRÃI PHƯỜNG NGUYỄN CƯ TRINH QUẬN 1 TP HCM,Hồ Chí Minh,Nhân viên,10 - 15 triệu,Toàn thời gian cố định,"Hành chính - Văn phòng, Tư vấn",chuyên viên tư vấn,Không yêu cầu
783114,NHÂN VIÊN LẬP TRÌNH – IT,87.đường 447.quận 9.,Hồ Chí Minh,Nhân viên,10 - 15 triệu,Toàn thời gian cố định,IT phần mềm,quản trị mạng,0 - 1 năm kinh nghiệm
783113,[TUYỂN GẤP] - Quay Phim và Phụ Quay Phim Làm Clip Ngắn,"Số 87, Đường 447 Phường Tăng nhơn phú A. Quận 9, Hồ Chí Minh",Hồ Chí Minh,Nhân viên,10 - 15 triệu,Toàn thời gian cố định,"Nghệ thuật - Điện ảnh, Tổ chức sự kiện, Truyền thông",thợ quay phim,Không yêu cầu
783111,NHÂN VIÊN SALES AND MARKETING,275 An Dương Vương Phường 3 Quận 5 Tp Hồ Chí Minh,Hồ Chí Minh,Mới Tốt Nghiệp,7 - 10 triệu,Toàn thời gian cố định,"KD bất động sản, Marketing - PR, Nhân viên kinh doanh",nhân viên marketing không cần kinh nghiệm,Không yêu cầu
783110,Chuyên viên phân tích và kế hoạch kinh doanh,"Cửa khẩu Hữu Nghị, TT. Đồng Đăng, Lạng Sơn",Lạng Sơn,Nhân viên,15 - 20 triệu,Toàn thời gian cố định,"Thống kê, Thẩm định - Giám thẩm định - Quản lý chất lượng, Quản trị kinh doanh",giám sát chất lượng,2 - 5 năm kinh nghiệm
783109,Nhân viên sales bất động sản,06 Nguyễn Hoàng,Hồ Chí Minh,Nhân viên,10 - 15 triệu,Toàn thời gian cố định,"KD bất động sản, Tư vấn, Nhân viên kinh doanh",chuyên viên tư vấn khách hàng,Không yêu cầu
783108,Chuyên viên CSKH,"Đội Cấn, Ba Đình, Hà Nội",Hà Nội,Nhân viên,7 - 10 triệu,Toàn thời gian cố định,Chăm sóc khách hàng,nhân viên chăm sóc khách hàng qua điện thoại,Không yêu cầu
783107,Nhân Viên Văn Phòng,168 nguyễn hữu thọ,Đà Nẵng,Nhân viên,Thỏa thuận,Toàn thời gian cố định,Bảo hiểm,nhân viên bảo hiểm nhân thọ,Không yêu cầu
783106,NHÂN VIÊN KINH DOANH VÀ THỢ TIỆN CƠ,"237A, Quốc lộ 1K, phường Linh Xuân, quận Thủ Đức, Tp. HCM",Hồ Chí Minh,Nhân viên,10 - 15 triệu,Toàn thời gian cố định,"Nhân viên kinh doanh, Cơ khí - Chế tạo",thợ tiện cơ khí,2 - 5 năm kinh nghiệm
783105,Giám sát kinh doanh,746/2B Quốc Lộ 1A P Bình Hưng Hòa Q Bình Tân TP HCM,Hồ Chí Minh,Trưởng nhóm,15 - 20 triệu,Toàn thời gian cố định,"Nhân viên kinh doanh, Quản trị kinh doanh",nhân viên kinh doanh thực phẩm,1 - 2 năm kinh nghiệm
783104,HATOK Tuyển dụng 3 NVKD ở Sài gòn – 2 NVKD ở Hà Nội,Số 19 ngõ 48 phố Ngọc Trì Thạch Bàn Long Biên Hà Nội,Hà Nội,Nhân viên,5 - 7 triệu,Toàn thời gian cố định,Nhân viên kinh doanh,Nhân Viên Sale Online,0 - 1 năm kinh nghiệm
783103,Cộng tác viên mua hàng,"Số 6 Phố An Sinh, ngõ 208 Trần Cung, Bắc Từ Liêm, Hà Nội",Hà Nội,Trưởng nhóm,7 - 10 triệu,Bán thời gian,"Hành chính - Văn phòng, Xuất - nhập khẩu, Kế toán - Kiểm toán",nhân viên kế toán bán hàng,0 - 1 năm kinh nghiệm
783102,Nhân viên kinh doanh,"Căn 2.5, tầng 2 tòa nhà Amber Riverside, ngõ 622 Minh Khai, P. Vĩnh Tuy, Q. Hai Bà Trưng, TP. Hà Nội.",Hà Nội,Nhân viên,7 - 10 triệu,Toàn thời gian cố định,"Thiết kế - Mỹ thuật, Việc làm bán hàng, Tư vấn",chuyên viên thiết kế,Không yêu cầu
783101,Chuyên viên tư vấn,86 Lê Lợi phường Phú Hội,Thừa Thiên Huế,Nhân viên,10 - 15 triệu,Toàn thời gian cố định,Bảo hiểm,nhân viên tư vấn bảo hiểm,Không yêu cầu
783100,TUYỂN DỤNG QUẢN LÝ ĐỘI XE và TÀI XẾ XE CỨU HỘ,304 Nguyễn Văn Lượng Phường 16 Quận Gò Vấp,Hồ Chí Minh,Trưởng nhóm,15 - 20 triệu,Toàn thời gian cố định,Vận tải - Lái xe,Điều hành vận tải,2 - 5 năm kinh nghiệm
783099,Phó phòng giao dịch 2021,"Cửa khẩu Hữu Nghị, TT. Đồng Đăng, Lạng Sơn",Lạng Sơn,Phó phòng,15 - 20 triệu,Toàn thời gian cố định,"Thẩm định - Giám thẩm định - Quản lý chất lượng, Dịch vụ, Quản trị kinh doanh",kiểm soát nội bộ,2 - 5 năm kinh nghiệm
783098,Nhân viên kế toán,160/14 Ông Ích Khiêm P5 - Q11,Hồ Chí Minh,Nhân viên,Thỏa thuận,Toàn thời gian cố định,Kế toán - Kiểm toán,nhân viên kế toán,1 - 2 năm kinh nghiệm
783097,Thực tập sinh HR,Lầu 5 số 1448 đường 3 tháng 2 Quận 11,Hồ Chí Minh,Thực tập sinh,Thỏa thuận,Bán thời gian,Nhân sự,thực tập nhân sự,Không yêu cầu
783096,Tuyển dụng Công nhân kỹ thuật Cơ Điện,Số 68 CHU HUY MÂN Long Biên Hà Nội,Hà Nội,Nhân viên,10 - 15 triệu,Toàn thời gian cố định,Ngành nghề khác,lương 7 triệu,1 - 2 năm kinh nghiệm
783095,Senior Developer,Tòa A khu X2 Ngõ 18 Nguyễn Cơ Thạch Nam Từ Liêm Hà Nội,Hà Nội,Nhân viên,15 - 20 triệu,Toàn thời gian cố định,IT phần mềm,Lập Trình Viên Wordpress,1 - 2 năm kinh nghiệm
783094,Bác sĩ Thẩm định bồi thường,Tầng 9 - Số 1 ĐInh Lễ -Phố Đinh Lễ -Phường 12 -Quận 4 - Thành phố Hồ Chí Minh,Hồ Chí Minh,Nhân viên,10 - 15 triệu,Toàn thời gian cố định,"Y tế - Dược, Bảo hiểm",bác sĩ thẩm định bảo hiểm,1 - 2 năm kinh nghiệm
783093,Nhân Viên Kinh Doanh,18 Lạc Hồng,Kiên Giang,Nhân viên,5 - 7 triệu,Toàn thời gian cố định,"Y tế - Dược, Nông - Lâm - Ngư - Nghiệp, Việc làm bán hàng",nhân viên tư vấn bán hàng,Không yêu cầu
783092,Thực tập sinh Marketing,Lầu 5 số 1448 đường 3 tháng 2 Quận 11,Hồ Chí Minh,Thực tập sinh,Thỏa thuận,Bán thời gian,Marketing - PR,thực tập sinh marketing,Không yêu cầu
783091,Nhân viên Nhập liệu,Tầng 9 - Số 1 ĐInh Lễ -Phố Đinh Lễ -Phường 12 -Quận 4 - Thành phố Hồ Chí Minh,Hồ Chí Minh,Mới Tốt Nghiệp,5 - 7 triệu,Toàn thời gian cố định,"Hành chính - Văn phòng, Điện - Điện tử, Sinh viên mới tốt nghiệp - Thực tập",nhân viên văn phòng,Không yêu cầu
783090,NHÂN VIÊN KHẢO SÁT THỊ TRƯỜNG,106 Nguyễn Văn Trỗi - Phú Nhuận - HCM,Hồ Chí Minh,Nhân viên,5 - 7 triệu,Toàn thời gian cố định,"Lao động phổ thông, Tiếp thị - Quảng cáo, Sinh viên mới tốt nghiệp - Thực tập",thực tập sinh part time,Không yêu cầu
783089,Nhân viên Bồi thường Bảo hiểm,Tầng 9 - Số 1 ĐInh Lễ -Phố Đinh Lễ -Phường 12 -Quận 4 - Thành phố Hồ Chí Minh,Hồ Chí Minh,Mới Tốt Nghiệp,7 - 10 triệu,Toàn thời gian cố định,"Bảo hiểm, Y tế - Dược, Tài chính",bác sĩ mới ra trường,Không yêu cầu
783088,"Tuyển các công ty, xưởng may gia công hàng gế sofa","Tân phước khánh, tx tân uyên, bình dương",Bình Dương,Nhân viên,Thỏa thuận,Hợp đồng,Dệt may - Da giày,thợ may ghế sofa,Không yêu cầu
783087,Nhân viên nhân sự,11 đường số 4 KDC Cityland park hills Phường 10 Gò Vấp,Hồ Chí Minh,Mới Tốt Nghiệp,7 - 10 triệu,Toàn thời gian cố định,"Làm đẹp - Thể lực - Spa, Nhân sự, Hành chính - Văn phòng",nhân viên hành chính nhân sự,Không yêu cầu
783086,Nhân viên kế toán,"220/20 Huỳnh Văn Lũy, Phường Phú Lợi, TP Thủ Dầu Một, Bình Dương",Bình Dương,Nhân viên,7 - 10 triệu,Toàn thời gian cố định,Kế toán - Kiểm toán,kế toán tổng hợp,Không yêu cầu
783085,Graphic Designer,"9 Lam Sơn, Phường 5",Hồ Chí Minh,Nhân viên,10 - 15 triệu,Toàn thời gian cố định,"Thiết kế - Mỹ thuật, Thiết kế web, Ngành nghề khác",illustrator,1 - 2 năm kinh nghiệm
783084,Hành chính nhân sự,216-218 Tây Thạnh,Hồ Chí Minh,Nhân viên,5 - 7 triệu,Toàn thời gian cố định,"Nhân sự, Sinh viên mới tốt nghiệp - Thực tập, Hành chính - Văn phòng",nhân viên hành chính nhân sự,0 - 1 năm kinh nghiệm
783082,Thực tập sinh HR,Lầu 5 số 1448 đường 3 tháng 2 Quận 11,Hồ Chí Minh,Thực tập sinh,Thỏa thuận,Bán thời gian,"Nhân sự, Hành chính - Văn phòng",thực tập sinh hành chính nhân sự,Không yêu cầu
783080,Nhân viên kinh doanh,La Khê - Hà Đông - Hà Nội,Hà Nội,Nhân viên,10 - 15 triệu,Toàn thời gian cố định,"Nhân viên kinh doanh, Tư vấn, Y tế - Dược",Nhân Viên Kinh Doanh Dược Phẩm,0 - 1 năm kinh nghiệm
783079,Nhân viên tư vấn,42 nguyễn cửu vân phường 17 quận bình thạnh hcm,Hồ Chí Minh,Nhân viên,7 - 10 triệu,Toàn thời gian cố định,KD bất động sản,chuyên viên tư vấn bất động sản,Không yêu cầu
783078,Giám Sát Kinh Doanh ( Vật Liệu Nội Thất),"Số 10 Đại Lộ Thăng Long, Mễ Trì, Nam Từ Liêm, Hà Nội",Hà Nội,Nhân viên,10 - 15 triệu,Toàn thời gian cố định,"Nhân viên kinh doanh, Vật tư - Thiết bị, Việc làm bán hàng",nhân viên phát triển kinh doanh,Không yêu cầu
783077,Nhân viên kinh doanh,số 47 khuất Duy Tiến Thanh Xuân Hà Nội,Hà Nội,Nhân viên,7 - 10 triệu,Toàn thời gian cố định,"In ấn - Xuất bản, KD bất động sản, Nhân viên kinh doanh",nhân viên kinh doanh sự kiện,2 - 5 năm kinh nghiệm
783076,Nhân viên Sale,số 10 đường cn11 phường sơn kỳ quận tân phú,Hồ Chí Minh,Nhân viên,10 - 15 triệu,Toàn thời gian cố định,"Chăm sóc khách hàng, Nhân viên kinh doanh, Marketing - PR",nhân viên kinh doanh b2b,Không yêu cầu
783075,Nhân viên thiết kế nội thất-1,Số 6 - Ngô Quyền - TP Hải Dương,Hải Dương,Nhân viên,10 - 15 triệu,Toàn thời gian cố định,Kiến trúc - Tk nội thất,họa viên 3d nội thất,1 - 2 năm kinh nghiệm
783074,Nhân viên Marketing,25/6/3 đường Thới An 16 phường Thới An Quận 12,Hồ Chí Minh,Thực tập sinh,Thỏa thuận,Toàn thời gian cố định,Marketing - PR,Content Marketing,Không yêu cầu
783073,Nhân viên Marketing,25/6/3 đường Thới An 16 phường Thới An Quận 12,Hồ Chí Minh,Thực tập sinh,Thỏa thuận,Toàn thời gian cố định,Marketing - PR,Content Marketing,Không yêu cầu
783072,Kỹ sư máy công trình,22-Phan Trọng Tuệ-Tam Hiệp-Thanh Trì-HN,Hà Nội,Nhân viên,7 - 10 triệu,Toàn thời gian cố định,"Kỹ thuật, Thiết kế - Mỹ thuật, Cơ khí - Chế tạo",nhân viên kỹ thuật cơ khí,1 - 2 năm kinh nghiệm
783071,Nhân viên Marketing,35 Lê Văn Lương,Hà Nội,Nhân viên,7 - 10 triệu,Toàn thời gian cố định,"Thương mại điện tử, Truyền thông, Tiếp thị - Quảng cáo",nhân viên chạy quảng cáo,Không yêu cầu
783069,Tuyển thợ sản xuất nội thất hợp kim nhôm,Văn Đức Gia Lâm Hà Nội,Hà Nội,Nhân viên,7 - 10 triệu,Toàn thời gian cố định,"Lao động phổ thông, Kỹ thuật, Cơ khí - Chế tạo",giám sát cơ khí,0 - 1 năm kinh nghiệm
783068,NHÂN VIÊN KIẾN TRÚC - NỘI THẤT,143 PHẠM HUY THÔNG GÒ VẤP HỒ CHÍ MINH,Hồ Chí Minh,Nhân viên,10 - 15 triệu,Toàn thời gian cố định,"Báo chí - Truyền hình, Kiến trúc - Tk nội thất",nhân viên thiết kế nội ngoại thất,1 - 2 năm kinh nghiệm
783067,Trưởng phòng kinh doanh BĐS,06 Nguyễn Hoàng,Hồ Chí Minh,Trưởng Phòng,10 - 15 triệu,Toàn thời gian cố định,"Nhân viên kinh doanh, KD bất động sản",trưởng phòng kinh doanh bất động sản,1 - 2 năm kinh nghiệm
783065,Nhân viên bảo trì,"Lô C_12A_Cn. Kcn Bàu Bàng Mở Rộng, Thị Trấn Lai Uyên",Bình Dương,Nhân viên,10 - 15 triệu,Toàn thời gian cố định,Bảo trì,nhân viên bảo trì,1 - 2 năm kinh nghiệm
783064,Lập Trình WordPress,"Tầng 5, 108 Núi Thành, Quận Hải Châu, Đà Nẵng",Đà Nẵng,Nhân viên,Thỏa thuận,Toàn thời gian cố định,"IT phần mềm, Ngành nghề khác",Wordpress Developer,0 - 1 năm kinh nghiệm
783063,Kế toán mua hàng,"Số 6 Phố An Sinh, ngõ 208 Trần Cung, Bắc Từ Liêm, Hà Nội",Hà Nội,Trưởng nhóm,10 - 15 triệu,Toàn thời gian cố định,"Kế toán - Kiểm toán, Hành chính - Văn phòng",kế toán bán hàng,0 - 1 năm kinh nghiệm
783062,Nhân viên Kinh Doanh,nissanbmt135a@gmailcom,Đắk Lắk,Nhân viên,7 - 10 triệu,Toàn thời gian cố định,Nhân viên kinh doanh,nhân viên kinh doanh lốp ô tô,Không yêu cầu
783061,NHÂN SỰ,90 quốc lô 1a mỹ yên bến lức long an,Long An,Nhân viên,Thỏa thuận,Toàn thời gian cố định,Ngành nghề khác,nhân viên kinh doanh lốp ô tô,2 - 5 năm kinh nghiệm
783060,TRƯỞNG PHÒNG KINH DOANH BẤT ĐỘNG SẢN - TẠI QUẬN 1- HCM,105 Nguyễn Công Trứ Phường Nguyễn Thái Bình,Hồ Chí Minh,Trưởng Phòng,20 - 30 triệu,Toàn thời gian cố định,KD bất động sản,quản lý dự án bất động sản,2 - 5 năm kinh nghiệm
783059,Marketing Tổng Hợp,06 Nguyễn Hoàng,Hồ Chí Minh,Nhân viên,10 - 15 triệu,Toàn thời gian cố định,"KD bất động sản, Marketing - PR",nhân viên marketing bds,1 - 2 năm kinh nghiệm
783058,TỔNG ĐÀI VIÊN NHẮC PHÍ,"Flemington Tower (182 Lê Đại Hành, Phường 15, Quận 11, TPHCM)",Hồ Chí Minh,Nhân viên,7 - 10 triệu,Toàn thời gian cố định,Telesales,telesale online,Không yêu cầu
783057,Phó phòng kế hoạch sản xuất,Khu công nghiệp Đông Quế Sơn - Thị trấn Hương An - Huyện Quế Sơn - Tỉnh Quảng Nam,Quảng Nam,Phó phòng,Thỏa thuận,Toàn thời gian cố định,"Quản lý điều hành, Sản xuất - Vận hành sản xuất",Phó Phòng Kế Hoạch,1 - 2 năm kinh nghiệm
783056,NHÂN VIÊN KINH DOANH KHU VỰC MIỀN TÂY,"Phước Lý 15, KĐT Phước Lý, Hòa Minh, Liên Chiểu, Đà Nẵng",Cần Thơ,Nhân viên,7 - 10 triệu,Toàn thời gian cố định,"Việc làm bán hàng, Xây dựng, Chăm sóc khách hàng",nhân viên kinh doanh ngành xây dựng,Không yêu cầu
783055,Chuyên Viên KHCN - Ngân Hàng TMCP Tiên Phong,Số 164 Khuất Duy Tiến Thanh Xuân Hà Nội,Hà Nội,Nhân viên,10 - 15 triệu,Toàn thời gian cố định,Ngân hàng - Chứng khoán - Đầu tư,chuyên viên tín dụng,Không yêu cầu
783053,Tuyển Nhân viên thu ngân,"Khu công nghiệp Tân Đông Hiệp B, Dĩ An",Bình Dương,Nhân viên,7 - 10 triệu,Toàn thời gian cố định,"Hành chính - Văn phòng, Thu ngân",Thu Ngân Kế Toán,0 - 1 năm kinh nghiệm
