Id tin,Tiêu đề tin,Địa điểm tuyển dụng,Tỉnh thành tuyển dụng,Chức vụ,Mức lương,Hình thức làm việc,Ngành nghề,Lĩnh vực,Kinh nghiệm
775076,Giám sát dự án (nghiên cứu thị trường),"Tòa nhà Waseco, 10 Phổ Quang, phường 2, quận Tân Bình, HCM",Hà Nội,Nhân viên,Thỏa thuận,Toàn thời gian cố định,"Hoạch định - Dự án, Ngành nghề khác",nhân viên phòng dự án,2 - 5 năm kinh nghiệm
775075,SAP LOGISTIC CONSULTANT,63 Phạm Ngọc Thạch,Hồ Chí Minh,Nhân viên,20 - 30 triệu,Toàn thời gian cố định,"IT Phần cứng - mạng, IT phần mềm",erp manager,2 - 5 năm kinh nghiệm
775074,"Kỹ sư điện tự động hóa hoặc chế tạo máy, công nghệ sửa chữa ô tô","Số 335, tổ 8, phường Tân Thanh, TP.Điện Biên Phủ","Hà Nội, Điện Biên",Nhân viên,15 - 20 triệu,Toàn thời gian cố định,"Kỹ thuật ứng dụng, Ô tô - xe máy, Điện - Điện tử",thợ sửa chữa ô tô,1 - 2 năm kinh nghiệm
775073,Nhân viên showroom,"38/12 Bàu Cát 2, Phường 14, Q Tân Bình, TP HCM",Hồ Chí Minh,Nhân viên,5 - 7 triệu,Toàn thời gian cố định,"Lễ tân - PG - PB, Việc làm bán hàng",Lễ Tân Văn Phòng,Không yêu cầu
775072,"Kỹ sư Giao thông, Cầu đường, Thủy lợi, Xây dựng, Thủy điện, Mỏ địa chất, Kỹ sư điện","Số 335, tổ 8, phường Tân Thanh, TP.Điện Biên Phủ, tỉnh ĐB","Hà Nội, Điện Biên",Nhân viên,10 - 15 triệu,Toàn thời gian cố định,"Giao thông vận tải - Thủy lợi - Cầu đường, Xây dựng, Điện - Điện tử",kỹ sư xây dựng dân dụng,1 - 2 năm kinh nghiệm
775071,NHÂN VIÊN LÁI XE LPG GAS,"380 Hùng Vương, Hồng Bàng, Hải Phòng",Hải Phòng,Nhân viên,7 - 10 triệu,Toàn thời gian cố định,"Vận tải - Lái xe, Vận chuyển giao nhận, Ngành nghề khác",lái xe tải 500kg,1 - 2 năm kinh nghiệm
775070,NHÂN VIÊN LÁI XE LPG GAS,"380 Hùng Vương, Hồng Bàng, Hải Phòng",Hải Phòng,Nhân viên,7 - 10 triệu,Toàn thời gian cố định,"Vận tải - Lái xe, Vận chuyển giao nhận, Ngành nghề khác",lái xe tải 500kg,1 - 2 năm kinh nghiệm
775069,Nhân viên kinh doanh,"195/6 Nguyễn Văn Thương, Phường 25, Bình Thạnh, TP.HCM",Hồ Chí Minh,Nhân viên,10 - 15 triệu,Toàn thời gian cố định,"KD bất động sản, Hành chính - Văn phòng, Việc làm bán hàng",nhân viên tư vấn bất động sản,Không yêu cầu
775068,Inside Sales Support (Nhân Viên Kinh Doanh),"326 Nguyễn Trọng Tuyển, P.1, Q. Tân Bình",Hồ Chí Minh,Nhân viên,5 - 7 triệu,Toàn thời gian cố định,"Hành chính - Văn phòng, Nhân viên kinh doanh, Kỹ thuật",nhân viên kinh doanh phụ tùng,1 - 2 năm kinh nghiệm
775067,NHÂN VIÊN KẾ HOẠCH SẢN XUẤT,"Số 7, ngõ 37 phố Tây Kết, phường Bạch Đằng, quận Hai Bà Trưng, Hà Nội",Hà Nội,Nhân viên,7 - 10 triệu,Toàn thời gian cố định,"In ấn - Xuất bản, Sản xuất - Vận hành sản xuất",quản lý vận hành,1 - 2 năm kinh nghiệm
775066,Tuyển dụng Kế toán,"72-74 Phổ Quang, Phường 2",Hồ Chí Minh,Nhân viên,Thỏa thuận,Toàn thời gian cố định,Kế toán - Kiểm toán,kế toán tổng hợp,1 - 2 năm kinh nghiệm
775065,"Nhân viên nghiệp vụ, hành chính (SL:4)",Sẽ cập nhật sau khi thuê văn phòng,Hà Nội,Nhân viên,Thỏa thuận,Toàn thời gian cố định,"Dệt may - Da giày, Hành chính - Văn phòng, Sản xuất - Vận hành sản xuất",văn phòng đại diện,Không yêu cầu
775064,Nhân viên phòng thí nghiệm (SL:2),Sẽ cập nhật sau khi thuê văn phòng,Hà Nội,Nhân viên,Thỏa thuận,Toàn thời gian cố định,"Dệt may - Da giày, Hóa học - Sinh học",nhân viên phòng thí nghiệm,Không yêu cầu
775062,Tuyển 3 Nam Nữ Bán Hàng,320/12 trường chinh f13 tân bình,Hồ Chí Minh,Mới Tốt Nghiệp,7 - 10 triệu,Bán thời gian,"Chăm sóc khách hàng, Việc làm bán hàng, Ngành nghề khác",bộ đội xuất ngũ,Không yêu cầu
775061,Việc làm thêm Tuyển nhân viên lao động phổ thông lương 8-10 triệu,Quận Thủ Đức Thành Phố Hồ Chí Minh,Hồ Chí Minh,Nhân viên,10 - 15 triệu,Bán thời gian,"Nông - Lâm - Ngư - Nghiệp, Đầu bếp - phụ bếp, Sinh viên làm thêm",sinh viên xây dựng làm thêm,Không yêu cầu
775060,TRỢ LÝ NHÂN SỰ,369 Nguyễn Trãi,Hồ Chí Minh,Mới Tốt Nghiệp,5 - 7 triệu,Toàn thời gian cố định,"Hành chính - Văn phòng, Nhân sự",nhân viên tuyển dụng,Không yêu cầu
775059,Tuyển dụng PRAPHIC DESIGNER,"72-74 Phổ Quang, Phường 2",Hồ Chí Minh,Nhân viên,Thỏa thuận,Toàn thời gian cố định,Thiết kế - Mỹ thuật,thiết kế đồ họa,0 - 1 năm kinh nghiệm
775058,CHĂM SÓC KHÁCH HÀNG TIẾNG ANH CHO ỨNG DỤNG ĐẶT PHÒNG KHÁCH SẠN,"Lầu 6, Toà Nhà QTSC 9, Lô 34 Công viên phần mềm Quang Trung. Số 02 Đường Tô Ký, P. Tân Chánh Hiệp, Quận 12, TP.HCM.",Hồ Chí Minh,Nhân viên,7 - 10 triệu,Toàn thời gian cố định,"Tư vấn, Chăm sóc khách hàng, Việc làm bán hàng",chuyên viên tư vấn khách hàng,0 - 1 năm kinh nghiệm
775057,Trợ lý Giám đốc,"Aqua 2, Vinhomes Golden River",Hồ Chí Minh,Nhân viên,Thỏa thuận,Toàn thời gian cố định,"Kiến trúc - Tk nội thất, Thư ký - Trợ lý",thư ký trợ lý giám đốc,1 - 2 năm kinh nghiệm
775055,Bất động sản HOMELAND tuyển dụng: VỊ TRÍ: 15 Trưởng Phòng kinh Doanh. (Được Công ty hỗ trợ tuyển dụng) 25 Đầu chủ ( đầu khách không giới hạn). 05 Trợ lý nhân sự,"Phòng 304 tòa nhà B2, Trần Đăng Ninh, Cầu Giấy, Hà Nội",Hà Nội,Nhân viên,10 - 15 triệu,Toàn thời gian cố định,"KD bất động sản, Tư vấn, Hành chính - Văn phòng",nhân viên hành chính không cần kinh nghiệm,Không yêu cầu
775054,Nhân Viên Truyền Thông Nội Bộ,"Số 10 ngõ Huế, phường Ngô Thì Nhậm, quận Hai Bà Trưng, Hà Nội",Hà Nội,Nhân viên,7 - 10 triệu,Toàn thời gian cố định,Truyền thông,truyền thông sự kiện,0 - 1 năm kinh nghiệm
775053,NHÂN VIÊN CONTENT MARKETING,"Số 6 Phan Đình Phùng, phường Quán Thánh, Ba Đình, Hà Nội",Hà Nội,Nhân viên,7 - 10 triệu,Toàn thời gian cố định,"Báo chí - Truyền hình, Biên - Phiên dịch, Khách sạn - Nhà hàng",biên tập viên,0 - 1 năm kinh nghiệm
775049,NHÂN VIÊN KINH DOANH,"96 đường 15, p. An Phú",Hồ Chí Minh,Nhân viên,Thỏa thuận,Toàn thời gian cố định,KD bất động sản,tư vấn bất động sản,0 - 1 năm kinh nghiệm
775048,Nhân Viên Hỗ Trợ Khách Hàng Tại Văn Phòng,"Số 12 - 14 Đường Số 3 KDC Bình Phú, phường 11, quận 6",Hồ Chí Minh,Nhân viên,7 - 10 triệu,Toàn thời gian cố định,"Hành chính - Văn phòng, Thư ký - Trợ lý, Chăm sóc khách hàng",nhân viên văn phòng,Không yêu cầu
775047,SALE MANAGER,"258 Tân Sơn Nhì, Phường Tân Sơn Nhì",Hồ Chí Minh,Trưởng Phòng,10 - 15 triệu,Toàn thời gian cố định,"KD bất động sản, Nhân viên kinh doanh, Quản lý điều hành",quản lý kinh doanh khu vực,2 - 5 năm kinh nghiệm
775046,Nhân viên kinh doanh thị trường,Lê Văn Lương,Hà Nội,Nhân viên,10 - 15 triệu,Toàn thời gian cố định,"Mỹ phẩm - Thời trang - Trang sức, Dịch vụ, Chăm sóc khách hàng",nhân viên chăm sóc khách hàng,Không yêu cầu
775045,Nhân viên Truyền thông,23/1 Ngô Quang Thắm,Hồ Chí Minh,Nhân viên,7 - 10 triệu,Toàn thời gian cố định,Truyền thông,truyền thông nội bộ,Không yêu cầu
775044,Nhân viên Thủ Kho,"Cụm Công Nghiệp Mỹ Hiệp, Xã Mỹ Hiệp, Huyện Cao Lãnh, Đồng Tháp",Đồng Tháp,Nhân viên,5 - 7 triệu,Toàn thời gian cố định,"Thống kê, Kế toán - Kiểm toán, Quản lý đơn hàng",nhân viên thống kê kho,1 - 2 năm kinh nghiệm
775043,Nhân viên kinh doanh bán thời gian,"Số 2 ngõ 61 Phố Lạc Trung, Phường Vĩnh Tuy, Quận Hai Bà Trưng , Hà Nội",Hà Nội,Nhân viên,10 - 15 triệu,Bán thời gian,"Chăm sóc khách hàng, Dệt may - Da giày, Nhân viên kinh doanh",chuyên viên kinh doanh,1 - 2 năm kinh nghiệm
775042,Thợ in offset 5 màu Mitsubishi đời 2004,"Số HT-E10-5, Đường 19A, KCN Hiệp Phước, Xã Hiệp Phước, Huyện Nhà Bè, TP. HCM",Hồ Chí Minh,Nhân viên,10 - 15 triệu,Toàn thời gian cố định,Lao động phổ thông,công nhân đứng máy,5 - 10 năm kinh nghiệm
775041,CỬA HÀNG PHÓ - B S MART,"Song Hành, An Phú, Quận 2, Thành Phố Hồ Chí Minh - Hồ Chí Minh",Hồ Chí Minh,Nhân viên,5 - 7 triệu,Toàn thời gian cố định,Nhân viên kinh doanh,Nhân Viên Kinh Doanh Hàng Tiêu Dùng,Không yêu cầu
775040,Nhân viên hành chính,"110 đường D1, Dĩ An, Bình Dương",Bình Dương,Nhân viên,7 - 10 triệu,Toàn thời gian cố định,Hành chính - Văn phòng,nhân viên văn phòng,Không yêu cầu
775039,Lập trình viên,"Tầng 21, tháp văn phòng Hòa Bình, 106 Hoàng Quốc Việt, Cầu Giấy, Hà Nội.",Hà Nội,Nhân viên,10 - 15 triệu,Toàn thời gian cố định,IT phần mềm,backend developer,1 - 2 năm kinh nghiệm
775038,Nhân viên chuyên ngành hóa phân tích,173/376 A Điểu Xiển - KP8 - P Long Bình - Biên Hòa,Đồng Nai,Nhân viên,Thỏa thuận,Toàn thời gian cố định,Hóa học - Sinh học,kỹ sư hóa học,0 - 1 năm kinh nghiệm
775037,TBP KẾ TOÁN,Km số 10 đại lộ thăng long - An Khánh,Hà Nội,Trưởng Phòng,15 - 20 triệu,Toàn thời gian cố định,Kế toán - Kiểm toán,trưởng phòng kế toán,2 - 5 năm kinh nghiệm
775036,Nhân viên HCNS mảng làm lương thời vụ 6 tháng,"18/464 Âu Cơ, Tây Hồ, Hà Nội",Hà Nội,Nhân viên,7 - 10 triệu,Toàn thời gian cố định,Hành chính - Văn phòng,nhân viên hành chính tổng hợp,0 - 1 năm kinh nghiệm
775035,Kỹ sư cơ khí,"Thôn Hảo, xã Liêu Xá, huyện Yên Mỹ, tỉnh Hưng Yên",Hưng Yên,Nhân viên,10 - 15 triệu,Toàn thời gian cố định,"Cơ khí - Chế tạo, Kỹ thuật",kỹ sư cơ khí,1 - 2 năm kinh nghiệm
775034,Trưởng nhóm kinh doanh,"Số B19, QL 1A, Hưng Thạnh, Cái Răng, Cần Thơ.",An Giang,Trưởng nhóm,15 - 20 triệu,Toàn thời gian cố định,Nông - Lâm - Ngư - Nghiệp,kỹ sư nông nghiệp,1 - 2 năm kinh nghiệm
775033,Nhân viên telesale không yêu cầu kinh nghiệm,"258 Tân Sơn Nhì, Phường Tân Sơn Nhì",Hồ Chí Minh,Nhân viên,7 - 10 triệu,Toàn thời gian cố định,"Chăm sóc khách hàng, KD bất động sản, Telesales",chuyên viên bất động sản,Không yêu cầu
775031,Nhân viên kinh doanh phần mềm,"Tòa nhà Kim Ánh, ngõ 78 Duy Tân, Cầu Giấy, Hà Nội",Hà Nội,Nhân viên,Thỏa thuận,Toàn thời gian cố định,"IT phần mềm, Thương mại điện tử, Nhân viên kinh doanh",kinh doanh phần mềm,0 - 1 năm kinh nghiệm
775030,NHÂN VIÊN LẬP TRÌNH,"20/1 Bùi Thị Xuân, P2",Hồ Chí Minh,Nhân viên,Thỏa thuận,Toàn thời gian cố định,IT phần mềm,lập trình viên winform,1 - 2 năm kinh nghiệm
775029,Chăm sóc khách hàng,số 492 Điện Biên Phủ - P. Cẩm Thượng - TP Hải Dương,Hải Dương,Nhân viên,Thỏa thuận,Toàn thời gian cố định,"Chăm sóc khách hàng, Hành chính - Văn phòng",nhân viên chăm sóc khách hàng,Không yêu cầu
775028,Nhân Viên lập trình .NET,"Tầng 1, Lilama 10 Tower, 56 Tố Hữu, Trung Văn",Hà Nội,Nhân viên,15 - 20 triệu,Toàn thời gian cố định,IT phần mềm,lập trình viên c#,2 - 5 năm kinh nghiệm
775027,Cần tuyển gấp 3 nam nữ lbgt bán hàng không cần bằng cấp,320 trường chinh,Hồ Chí Minh,Nhân viên,5 - 7 triệu,Bán thời gian,Lao động phổ thông,Công Nhân,Không yêu cầu
775026,Nhân viên triển khai phần mềm,"Tòa nhà Kim Ánh, ngõ 78 Duy Tân, Cầu Giấy, Hà Nội",Hà Nội,Nhân viên,10 - 15 triệu,Toàn thời gian cố định,"IT phần mềm, Kế toán - Kiểm toán, Nhân sự",nhân viên triển khai phần mềm,0 - 1 năm kinh nghiệm
775024,Nhân viên kế toán tổng hợp,"18/464 Âu Cơ, Tây Hồ, Hà Nội",Hà Nội,Nhân viên,7 - 10 triệu,Toàn thời gian cố định,Kế toán - Kiểm toán,kế toán tổng hợp,0 - 1 năm kinh nghiệm
775022,Nhân Viên Customer Services (Chuyên Booking Hãng Tàu),"4/2 Nguyễn Gia Trí, P.25, Q.Bình Thạnh, Tp.HCM.",Hồ Chí Minh,Nhân viên,7 - 10 triệu,Toàn thời gian cố định,"Logistic, Xuất - nhập khẩu, Chăm sóc khách hàng",nhân viên chăm sóc khách hàng,1 - 2 năm kinh nghiệm
775021,TRƯỞNG PHÒNG NHÂN SỰ,54A XÔ VIẾT NGHỆ TĨNH,Hồ Chí Minh,Trưởng Phòng,10 - 15 triệu,Toàn thời gian cố định,KD bất động sản,nhân viên marketing bds,1 - 2 năm kinh nghiệm
775020,"Bảo Vệ Văn Phòng, Ngân hàng tại Hai Bà Trưng",40 Quang Trung,Hà Nội,Nhân viên,7 - 10 triệu,Toàn thời gian cố định,"Bảo vệ, Điện - Điện tử, Lương cao",Bảo Vệ Ca Đêm,Không yêu cầu
775019,Nhân viên kinh doanh XNK,"747 Âu Cơ, Tân Thành, Q.Tân Phú",Hồ Chí Minh,Nhân viên,Thỏa thuận,Toàn thời gian cố định,Xuất - nhập khẩu,Nhân Viên Kinh Doanh Xuất Nhập Khẩu,Không yêu cầu
775018,Nhân viên nhập liệu,"Đường Tân An, p.Tân Đông Hiệp, TX. Dĩ An, Bình Dương",Bình Dương,Nhân viên,7 - 10 triệu,Toàn thời gian cố định,"Hành chính - Văn phòng, Y tế - Dược",nhân viên văn phòng,0 - 1 năm kinh nghiệm
775017,Nhân viên kế toán thuế,"số 18, ngõ 1 Phạm Văn Đồng, Mai Dịch, Cầu Giấy, Hà Nội",Hà Nội,Nhân viên,7 - 10 triệu,Toàn thời gian cố định,"Kế toán - Kiểm toán, Hành chính - Văn phòng, Thống kê",thống kê dữ liệu,1 - 2 năm kinh nghiệm
775016,Nhân viên kinh doanh,368 Trần Hưng Đạo,Đà Nẵng,Nhân viên,5 - 7 triệu,Toàn thời gian cố định,KD bất động sản,chuyên viên kinh doanh bất động sản,Không yêu cầu
775015,Nhân viên kinh doanh thị trường Hà Nam,"672 Ngô Gia Tự, Long Biên, Hà Nội",Hà Nam,Nhân viên,7 - 10 triệu,Toàn thời gian cố định,Nhân viên kinh doanh,Nhân Viên Kinh Doanh Hàng Tiêu Dùng,0 - 1 năm kinh nghiệm
775014,Nhân viên Phụ Kho - Đi làm ngay,"140 A4, KĐT mới Đại Kim, P.Định Công, Q. Hoàng Mai, Hà Nội",Hà Nội,Nhân viên,5 - 7 triệu,Toàn thời gian cố định,Lao động phổ thông,Công Nhân,0 - 1 năm kinh nghiệm
775012,NHÂN VIÊN CƠ ĐIỆN,Km số 10 đại lộ thăng long - An Khánh,Hà Nội,Nhân viên,7 - 10 triệu,Toàn thời gian cố định,"Điện - Điện tử, Cơ khí - Chế tạo",thợ điện nước,1 - 2 năm kinh nghiệm
775011,Nhân viên content Video,"Tầng 3, Nhà C2,289A Khuất Duy Tiến, Trung Hòa, Cầu Giấy, HN",Hà Nội,Nhân viên,7 - 10 triệu,Toàn thời gian cố định,Marketing - PR,nhân viên content,0 - 1 năm kinh nghiệm
775009,Senior Content Marketing,158B Bui Thị Xuân,Hồ Chí Minh,Nhân viên,10 - 15 triệu,Toàn thời gian cố định,"Copywriter, Marketing - PR, Du lịch",nhân viên copywriter,1 - 2 năm kinh nghiệm
775008,Việc làmPart time buổi tối tại nhà lương 8-10 triệu một tháng không cần kinh nghiệm và bằng cấp,Thành Phố Thuận An Bình Dương,Bình Dương,Nhân viên,10 - 15 triệu,Bán thời gian,"Kiến trúc - Tk nội thất, Ngành nghề khác, Tìm việc làm thêm",bộ đội xuất ngũ,Không yêu cầu
775007,Việc làm Thêm Theo Giờ buổi tối lương 8-10 triệu một tháng uy tín làm tại nhà,Thành Phố Biên Hoà Đồng Nai,Đồng Nai,Nhân viên,10 - 15 triệu,Bán thời gian,"Chăn nuôi - Thú y, Đầu bếp - phụ bếp, Thực phẩm - Đồ uống",đầu bếp hải sản,Không yêu cầu
775006,Tuyển dụng ứng viên cho các vị trí AM thuộc phòng KHTCDN,1468 đường Hùng Vương - TP Việt Trì - Tỉnh Phú Thọ,Phú Thọ,Nhân viên,10 - 15 triệu,Hợp đồng,Nhân viên kinh doanh,chuyên viên kinh doanh,1 - 2 năm kinh nghiệm
775005,Việc Làm Theo Giờ Buổi Tối Lương Cao 8 - 10 triệu tháng Lương Nhận Tuần,Quận Tân Bình Thạnh Phố Hồ Chí Minh,Hồ Chí Minh,Nhân viên,10 - 15 triệu,Bán thời gian,"Khu chế xuất - Khu công nghiệp, Thủy sản, Sinh viên làm thêm",qc thủy sản,Không yêu cầu
775004,Nhân Viên Quản Lý Đơn Hàng,"Lái Thiêu, Thuận An, Bình Dương",Bình Dương,Nhân viên,7 - 10 triệu,Toàn thời gian cố định,"Quản lý đơn hàng, Tìm việc làm thêm, Thư ký - Trợ lý",xử lý đơn hàng,0 - 1 năm kinh nghiệm
775003,Nhân viên tư vấn,"Số 19, Đường D9, Lái Thiêu, Thuận An, Bình Dương",Bình Dương,Nhân viên,7 - 10 triệu,Toàn thời gian cố định,"Tư vấn, Y tế - Dược",chuyên viên tư vấn khách hàng,0 - 1 năm kinh nghiệm
775001,Nhân viên tư vấn,"Số 20, Đường N1, Lái Thiêu, Thuận An, Bình Dương",Bình Dương,Nhân viên,7 - 10 triệu,Toàn thời gian cố định,"Tư vấn, Y tế - Dược",nhân viên tư vấn khách hàng,0 - 1 năm kinh nghiệm
774999,Tuyển 02 Nhân Viên Thiết Kế Thủ Đức - Bình Dương (Đi làm ngay),"Đông Hòa, Dĩ An, Bình Dương",Bình Dương,Nhân viên,7 - 10 triệu,Toàn thời gian cố định,"Kiến trúc - Tk nội thất, Thiết kế - Mỹ thuật, Cơ khí - Chế tạo",3ds max,1 - 2 năm kinh nghiệm
774998,NHÂN VIÊN KHO - HỒ CHÍ MINH,"142/18 Cộng Hòa, Phường 04, Quận Tân Bình.",Hồ Chí Minh,Nhân viên,7 - 10 triệu,Toàn thời gian cố định,Vận chuyển giao nhận,nhân viên điều phối giao hàng,1 - 2 năm kinh nghiệm
774997,Trưởng nhóm kinh doanh,"B19, QL 1A, p. Hưng Thạnh, q. Cái Răng, Cần Thơ",An Giang,Trưởng nhóm,15 - 20 triệu,Toàn thời gian cố định,"Nhân viên kinh doanh, Nông - Lâm - Ngư - Nghiệp, Quản trị kinh doanh",Trưởng Nhóm Kinh Doanh,1 - 2 năm kinh nghiệm
774996,[CALL US] Nhân viên tư vấn tài chính,"91B2 Phạm Văn Hai, Phường 3, Quận Tân Bình, , TP HCM",Hồ Chí Minh,Nhân viên,10 - 15 triệu,Toàn thời gian cố định,"Tài chính, Ngân hàng - Chứng khoán - Đầu tư, Tư vấn",sale ngân hàng,Không yêu cầu
774995,Tuyển 05 Thợ Cơ Khí Phổ Thông - Bình Dương (Đi làm ngay),"Đông Hòa, Dĩ An",Bình Dương,Nhân viên,10 - 15 triệu,Toàn thời gian cố định,"Cơ khí - Chế tạo, Lao động phổ thông, Sản xuất - Vận hành sản xuất",thợ hàn cơ khí,1 - 2 năm kinh nghiệm
774994,Việc làm thêm theo giờ tại nhà buổi tối 2-3 giờ lương nhận theo tuần 7-9triệu uy tín,Quận Bình Thạnh Thành Phố Hồ Chí Minh,Hồ Chí Minh,Nhân viên,10 - 15 triệu,Bán thời gian,"Lương cao, Sinh viên làm thêm, Nhập liệu",sinh viên bán cafe,Không yêu cầu
