product_id,title,authors,category,pages,manufacturer
185027514,Hình Cảnh Mất Trí,Chan Ho Kei,Truyện trinh thám,256,Nhà Xuất Bản Hồng Đức
77105737,"Ăn Chay, Sống Lành (40 Mâm Cơm Thuần Chay Dễ Nấu Giàu Dinh Dưỡng)",Dương Yến Nhi,Sách Nấu ăn,168,Nhà Xuất Bản Thế Giới
63587072,Tĩnh Lặng (Tái Bản Lần Thứ 11/2020),Thích Nhất Hạnh,Sách giáo dục,188,Nhà Xuất Bản Thế Giới
197588259,Tô Màu Phát Triển Não Bộ Cho Bé 1-5 Tuổi Tập 10,Phạm Ngọc Điệp,Tô màu - Luyện chữ,20,Nhà Xuất Bản Dân Trí
197601746,Dưới Hiên Nhà Bà Già Đọc Boyslove - 4,Tsurutani Kaori,Dưới Hiên Nhà Bà Già Đọc Boyslove - 4,146,Nhà Xuất Bản Hà Nội
157432540,Thư Tình Gửi Một Người (Trịnh Công Sơn) (Tái Bản),Trịnh Công Sơn,Truyện ngắn - Tản văn - Tạp Văn,362,NXB Trẻ
97561438,Thế Giới Quả Là Rộng Lớn Và Có Rất Nhiều Việc Phải Làm (Tái Bản),Kim Woo Choong,Sách tư duy - Kỹ năng sống,292,Nhà Xuất Bản Lao Động
58543601,Thế Giới Của Sophie (Tái Bản 2020),Jostein Gaarder,Tiểu Thuyết,516,Nhà Xuất Bản Thế Giới
46259908,Fibonacci Trading,Carolyn Boroden,"Sách tài chính, tiền tệ",324,Nhà Xuất Bản Thế Giới
44976197,Mai Nương Lệ Cốt,Thầy dòng Prévost,Tiểu Thuyết,272,Nhà Xuất Bản Văn Học
186578227,Những kẻ cuồng nhạc Musicophilia – Tales of music and the brain,Oliver Sacks,Truyện dài,384,Nhà Xuất Bản Thế Giới
172206434,Huyền Thuật Và Các Đạo Sĩ Tây Tạng (Tái Bản),Alexandra David Neel,Kiến Thức Bách Khoa,280,Nhà Xuất Bản Thế Giới
198214257,Overlord 6 - Những Anh Hùng Vương Quốc (2),Maruyama Kugane,Light novel,526,Nhà Xuất Bản Hồng Đức
110447680,Kế Hoạch Marketing Trên Một Trang Giấy (Những Chỉ Dẫn Dễ Hiểu Nhất Cho Một Kế Hoạch Marketing Thông Minh),Allan Dib,Sách Marketing - Bán hàng,336,Nhà Xuất Bản Lao Động
168373800,Sách - Thao túng tâm lý - 1980BOOKS,Shannon Thomas,Sách tư duy - Kỹ năng sống,328,NXB Dân Trí
204661038,Ghi Chép Giải Phẫu Tâm Lý Học Tội Phạm,Soo Jung Lee,Lĩnh vực khác,192,Nhà Xuất Bản Dân Trí
112588572,Yêu Trong Tỉnh Thức - Từ Bạn Đời Đến Bạn Đạo Tập 1,Tuệ An,Sách Hôn Nhân - Giới Tính,237,Nhà Xuất Bản Hồng Đức
57518431,"Cứ Khóc, Cứ Tan Vỡ Và Trưởng Thành",Yến Nhi,Truyện ngắn - Tản văn - Tạp Văn,208,Nhà Xuất Bản Văn Học
201850382,Hàng Ma Tháp,Công Tử Hoan Hỉ,Truyện đam mỹ,368,Nhà Xuất Bản Hà Nội
55302745,Dòng Tiền Gắn Liền Lợi Nhuận,Mike Michalowicz,Bài học kinh doanh,284,Nhà Xuất Bản Công Thương
9687412,Báo Cáo Tài Chính - Hướng Dẫn Từng Bước Hiểu Và Lập Báo Cáo Tài Chính,Thomas R. Ittelson,Sách kỹ năng làm việc,332,Nhà Xuất Bản Hồng Đức
55119955,Cách Sống (Tái Bản 2020),Inamori Kazuo,Sách nghệ thuật sống đẹp,226,Nhà Xuất Bản Lao Động
137241842,Trồng Một Nụ Cười - Cùng Trẻ Thực Hành Chánh Niệm,Thích Nhất Hạnh,Trồng Một Nụ Cười - Cùng Trẻ Thực Hành Chánh Niệm,312,Nhà Xuất Bản Hà Nội
201003197,Thị Trấn Vắng Mình Tôi - 5,SANBE KEI,Thị Trấn Vắng Mình Tôi - 5,194,Nhà Xuất Bản Hà Nội
177914173,Trái cây đại chiến zombie - Vũ khí bí mật (22 tập lẻ tuỳ chọn),Kim Ba,Truyện tranh thiếu nhi,36,Nhà Xuất Bản Phụ Nữ Việt Nam
131843989,Bên Kia Đường Có Đứa Dở Hơi (Tái Bản),Wendelin Van Draanen,Tiểu Thuyết,292,Nhà Xuất Bản Phụ Nữ Việt Nam
94803796,Tương Lai Sau Đại Dịch Covid,Jason Schenker,Lĩnh vực khác,232,Nhà Xuất Bản Thế Giới
205299813,"Tashiro, Cậu Đúng Thật Là! - Tập 2",Yamada,"Tashiro, Cậu Đúng Thật Là! - Tập 2",180,Nhà Xuất Bản Dân Trí
196932349,Harry Potter Và Thế Giới Phép Thuật Nhiệm Màu,William Irwin,Harry Potter Và Thế Giới Phép Thuật Nhiệm Màu,400,Nhà Xuất Bản Thế Giới
54433518,Combo Sách Học Tiếng Anh Little Stories 1 (5 Cuốn),Stacey Riches,Sách Học Tiếng Anh,960,Nhà Xuất Bản Đà Nẵng
80657321,Cơ Thể Tự Chữa Lành: Phục Hồi Tuyến Giáp,Anthony William,Cơ Thể Tự Chữa Lành: Phục Hồi Tuyến Giáp,408,Nhà Xuất Bản Thanh Niên
111285050,Ai Lấy Miếng Pho Mát Của Tôi ? (Tái Bản),Spencer Johnson,Sách nghệ thuật sống đẹp,128,Nhà Xuất Bản Tổng hợp TP.HCM
58971674,Nghệ Thuật Bán Hàng Của Người Do Thái (Tái Bản 2020),Yaniv Zaid,Sách Marketing - Bán hàng,184,Nhà Xuất Bản Tổng hợp TP.HCM
45663835,Lạc Quan Tếu – Irrational Exuberance,Robert J. Shiller,"Sách tài chính, tiền tệ",380,Nhà Xuất Bản Thế Giới
202031248,Mô Hình Hồi Quy (Tái Bản 2022),Nguyễn Văn Tuấn,Sách kỹ năng làm việc,323,Nhà Xuất Bản Tổng hợp TP.HCM
50773990,Triết Lý Kinh Doanh Của Kyocera (Bìa Cứng),Inamori Kazuo,Bài học kinh doanh,435,Nhà Xuất Bản Công Thương
187622581,Sách - Sức Mạnh Của Sự Trầm Lắng - First News,Dr. Joseph Murphy,Sách tư duy - Kỹ năng sống,200,Nhà Xuất Bản Dân Trí
201307595,Hôm nay chơi gì với con?,Nguyễn Hữu Hưng (chủ biên),Sách giáo dục,180,Nhà Xuất Bản Đại Học Quốc Gia Hà Nội
2099189,Khéo Ăn Nói Sẽ Có Được Thiên Hạ (Bìa Cứng),Trác Nhã,Sách kỹ năng làm việc,403,Nhà Xuất Bản Văn Học
203937562,Bí Quyết Đọc Sách 2.000 Từ/Phút,Aloha Tuấn,Sách kỹ năng làm việc,240,Nhà Xuất Bản Tổng hợp TP.HCM
196831939,"Lịch Sử Văn Minh Thế Giới - Phần IV “Thời Đại Đức Tin”, Tập 1: Byzantium Thời Tuyệt Đỉnh Lịch Sử Văn Minh Thế Giới",Will Durant,Lịch Sử Thế Giới,372,Nhà Xuất Bản Khoa Học Xã Hội
77105810,Nỗi Đau Của Chàng Werther (Bìa Cứng),Johann Wolfgang von Goethe,Tiểu Thuyết,220,Nhà Xuất Bản Văn Học
73434639,Những Tấm Lòng Cao Cả (Bìa Cứng)(Tái Bản 2020),Edmondo De Amicis,Tác phẩm kinh điển,367,Nhà Xuất Bản Văn Học
207398344,Bồi Thẩm Cuối Cùng,John Grisham,Truyện trinh thám,484,NXB Trẻ
207494286,666 Satan Tập 4 [Tặng Kèm Bookmark Nhân Vật],Seishi Kishimoto,666 Satan Tập 4 [Tặng Kèm Bookmark Nhân Vật],192,Nhà Xuất Bản Kim Đồng
116397383,Omoiyari - Nghệ Thuật Đối Nhân Xử Thế Của Người Nhật,Erin Niimi Longhurst,Sách nghệ thuật sống đẹp,232,Nhà Xuất Bản Thế Giới
91625816,Trên Đỉnh Phố Wall (Tái bản 2021),John Rothchild,Bài học kinh doanh,572,Nhà Xuất Bản Lao Động
207494295,Một Chỗ Ở Quầy Bar,Trịnh Nam Trân,Tiểu Thuyết,184,Nhà Xuất Bản Phụ Nữ Việt Nam
72667834,Sách Ehon - Combo 3 Cuốn Âm Thanh Quanh Bé  - Dành Cho Trẻ Từ 0 - 6 Tuổi,Fuku Mitsu,Truyện tranh Ehon,24,Nhà Xuất Bản Lao Động Xã Hội
109515310,Truyện Cổ Grim 2,Jacob,Truyện cổ tích,426,Nhà Xuất Bản Hà Nội
45321626,Thực Hành Thiền Định,Matthieu Ricard,Thực Hành Thiền Định,182,Nhà Xuất Bản Hà Nội
170706990,Đọc Hiểu Kết Quả Xét Nghiệm Máu  (Tái Bản),James B.Lavalle,Đọc Hiểu Kết Quả Xét Nghiệm Máu  (Tái Bản),524,Nhà Xuất Bản Dân Trí
190708154,Dragon Quest - Dấu Ấn Roto (Dragon Quest Saga Emblem Of Roto) Perfect Edition Tập 8 [Tặng Kèm Bookmark PVC],Kamui Fujiwara,Dragon Quest - Dấu Ấn Roto (Dragon Quest Saga Emblem Of Roto) Perfect Edition Tập 8 [Tặng Kèm Bookmark PVC],242,Nhà Xuất Bản Kim Đồng
207909812,Tạp chí Forbes Việt Nam - Số 112 (Tháng 12.2022) - 100 Công ty nộp thuế lớn nhất,nhieu tac gia,Tạp chí Forbes Việt Nam - Số 112 (Tháng 12.2022) - 100 Công ty nộp thuế lớn nhất,140,Forbes Việt Nam
67060008,"Phát Triển Trí Tuệ Cảm Xúc - Gấu Ơi, Con Lo Lắng Đến Chừng Nào?",Jayneen Sanders,Kiến thức - Bách khoa,40,Nhà Xuất Bản Dân Trí
199241859,Blue Flag - Tập 4,Kaito,Blue Flag - Tập 4,208,Nhà Xuất Bản Kim Đồng
56226544,Tam Quốc Diễn Nghĩa - 2 Tập (Bìa Cứng - Tái Bản 2020),La Quán Trung,Tác phẩm kinh điển,1892,Nhà Xuất Bản Văn Học
144203242,9 Lần Khởi Nghiệp - Chuyện Kể Về Những Thất Bại Và Thành Công Của Một Triệu Phú,Nguyễn Phương Nam,Sách doanh nhân,260,Nhà Xuất Bản Thế Giới
113583126,Ngữ Pháp Tiếng Anh (Tái Bản),Mai Lan Hương,Sách Học Tiếng Anh,280,Nhà Xuất Bản Đà Nẵng
194199552,Nghệ Thuật Thiết Lập Truyền Thông (TBL3),Thích Nhất Hạnh,Nghệ Thuật Thiết Lập Truyền Thông (TBL3),185,Nhà Xuất Bản Thế Giới
52329758,1Q84 -Tập 3 (Tái Bản 2020),Haruki Murakami,Truyện Giả tưởng - Huyền Bí - Phiêu Lưu,300,Nhà Xuất Bản Hội Nhà Văn
186578233,Trúc thư dao 2 (Nước Tấn - Gió nổi cung đình),Văn Giản Tử,Truyện ngôn tình,648,Nhà Xuất Bản Hà Nội
192115852,Cô Bạn Tôi Thầm Thích Lại Quên Mang Kính Rồi - Tập 1 [Tặng Kèm Standee Ivory],Koume Fujichika,Cô Bạn Tôi Thầm Thích Lại Quên Mang Kính Rồi - Tập 1 [Tặng Kèm Standee Ivory],130,Nhà Xuất Bản Kim Đồng
200628215,Ngược Dòng Tiền Kiếp,Shelley A. Kaehr,Sách tư duy - Kỹ năng sống,424,Nhà Xuất Bản Thanh Niên
170708227,Con Mình Chẳng Lẽ Lại Vứt,Nhiều tác giả,Sách Làm Cha Mẹ,328,Nhà Xuất Bản Thế Giới
198434875,Chàng Metalhead Nhà Bên (Truyện tranh),Mamita,Chàng Metalhead Nhà Bên (Truyện tranh),212,Nhà Xuất Bản Lao Động
58627102,Sổ Tay Nhà Thôi Miên,Cao Minh,Lĩnh vực khác,352,Nhà Xuất Bản Đà Nẵng
180396223,Sách 7 Thói Quen Hiệu Quả (The 7 Habits Of Highly Effective People)- Tặng sổ tay,Stephen R. Covey,Sách hướng nghiệp - Kỹ năng mềm,536,Nhà Xuất Bản Tổng hợp TP.HCM
170297937,Tâm Lý Học Về Sự Lo Âu,Đổng Tâm Khiết,Sách tư duy - Kỹ năng sống,304,Nhà Xuất Bản Văn Học
377644,Chờ Đến Mẫu Giáo Thì Đã Muộn,Ibuka Masaru,Sách Làm Cha Mẹ,240,Nhà Xuất Bản Văn Học
194959693,Hàn Quốc Quốc Gia Gây Sững Sờ,DANIEL TUDOR,Bài học kinh doanh,408,Nhà Xuất Bản Thế Giới
120219392,Người Thầy (Hồi Ức Của Một Nhà Giáo Mỹ),Frank McCourt,Tiểu sử - Hồi ký,335,Nhà Xuất Bản Hội Nhà Văn
156224977,Sống Đơn Giản Cho Mình Thanh Thản (Tái Bản),Shunmyo Masuno,Sách hướng nghiệp - Kỹ năng mềm,197,Nhà Xuất Bản Lao Động
199039798,Mỹ Vị Hầm Ngục - 4,Kui Ryoko,Mỹ Vị Hầm Ngục - 4,192,Nhà Xuất Bản Hồng Đức
192908778,Tokyo Revengers - Tập 3,Ken Wakui,Tokyo Revengers - Tập 3,386,Nhà Xuất Bản Hà Nội
177569697,Perfect Ielts Vocabulary (Tái Bản),William Jang,Sách Học Tiếng Anh,600,Nhà Xuất Bản Dân Trí
192474352,Vẻ Đẹp Của Sự Vừa Đủ,Rachel Wilkerson Miller,Sách nghệ thuật sống đẹp,320,Nhà Xuất Bản Dân Trí
195545322,Khi Bạn Đang Mơ Thì Người Khác Đang Nỗ Lực,Vĩ Nhân,Sách tư duy - Kỹ năng sống,416,Nhà Xuất Bản Văn Học
162832796,Rilla Dưới Mái Nhà Bên Ánh Lửa,Lucy Maud Montgomery,Tác phẩm kinh điển,520,Nhà Xuất Bản Hội Nhà Văn
171212880,Ikigai – Đi Tìm Lý Do Thức Dậy Mỗi Sáng,Francesc Miralles,Sách tư duy - Kỹ năng sống,208,Nhà Xuất Bản Công Thương
192697068,Sách Bước Ra Thế Giới: Cẩm Nang Du Học Và Săn Học Bổng,Nhóm tác giả Spiderum,Sách tư duy - Kỹ năng sống,492,Nhà Xuất Bản Thế Giới
113530800,Vụ Án,Franz Kafka,Truyện trinh thám,320,Nhà Xuất Bản Văn Học
200877613,Nhân Duyên Mèo Định,Melinda Metz,Truyện ngắn - Tản văn - Tạp Văn,456,Nhà Xuất Bản Dân Trí
179952621,Hành Trình Tarot (Tái Bản 2022),TADA Project,Sách Chiêm Tinh - Horoscope,240,Nhà Xuất Bản Thế Giới
63473605,"Ho’Oponopono: Sống Như Người Hawaii – Chấp Nhận, Biết Ơn Và Tha Thứ",Carole Berger,Sách nghệ thuật sống đẹp,160,Nhà Xuất Bản Công Thương
5413743,Mind Map Vocabulary - Học Từ Vựng Tiếng Anh Bằng Sơ Đồ Tư Duy (Kèm file MP3),Language Publishing Editorial,Sách Học Tiếng Anh,288,Nhà Xuất Bản Tổng hợp TP.HCM
176909246,Bí Quyết Bấm Huyệt Chữa Bệnh,Katsusuke Serizawa,Bí Quyết Bấm Huyệt Chữa Bệnh,232,Nhà Xuất Bản Tổng hợp TP.HCM
182458780,Thiền Tập Cho Người Bận Rộn (Tbl12),Thích Nhất Hạnh,Thiền Tập Cho Người Bận Rộn (Tbl12),125,Nhà Xuất Bản Hồng Đức
167210781,Cậu Bé Mặc Váy,David Walliams,Truyện ngắn - Tản văn - Tạp Văn,196,Nhà Xuất Bản Hà Nội
186290792,Bồ Câu Không Đưa Thư (Tái Bản 2022),Nguyễn Nhật Ánh,Truyện ngắn - Tản văn - Tạp Văn,182,NXB Trẻ
174444186,Luận Về Yêu,Alain de Botton,Truyện ngắn - Tản văn - Tạp Văn,256,Nhà Xuất Bản Thế Giới
171057415,Cẩm nang hướng dẫn tự học tiếng Thái – trình độ sơ cấp – trung cấp,Tuấn Kiệt,Ngoại Ngữ Khác,292,Nhà Xuất Bản Thanh Niên
72742662,Sa Môn Không Hải Thết Yến Bầy Quỷ Đại Đường Tập 4,Yumemakura Baku,Truyện Giả tưởng - Huyền Bí - Phiêu Lưu,388,Nhà Xuất Bản Hà Nội
201296288,Ayurveda Phương Pháp Y Thuật Cổ Truyền Ấn Độ Hơn 5000 Tuổi,Vasant Lad,Ayurveda Phương Pháp Y Thuật Cổ Truyền Ấn Độ Hơn 5000 Tuổi,544,Nhà Xuất Bản Thế Giới
107802188,Bí Mật Tư Duy Triệu Phú (Tái Bản),T.Harv Eker,Sách tư duy - Kỹ năng sống,292,Nhà Xuất Bản Phụ Nữ Việt Nam
2903309,Khéo Ăn Nói Sẽ Có Được Thiên Hạ ( Tái Bản ),Trác Nhã,Sách kỹ năng làm việc,406,Nhà Xuất Bản Văn Học
205694539,Canis Dear Mr.Rain,ZAKK,Canis Dear Mr.Rain,214,Nhà Xuất Bản Dân Trí
203865322,[Boxset Manga] Thần Chết Làm Thêm 300 Yên/Giờ (Tập 1+2+3),Fujimaru,[Boxset Manga] Thần Chết Làm Thêm 300 Yên/Giờ (Tập 1+2+3),530,Nhà Xuất Bản Thế Giới
51613367,Hạnh Ngộ Trong Bóng Tối,Otsuichi,Tiểu Thuyết,264,Nhà Xuất Bản Hà Nội
93249197,22 Quy Luật Bất Biến Trong Marketing,Jack Trout,Sách Marketing - Bán hàng,183,Nhà Xuất Bản Tổng hợp TP.HCM
100958464,Hỏi Đáp Từ Trái Tim (Tái Bản),Thich Nhất Hạnh,Sách nghệ thuật sống đẹp,289,Nhà Xuất Bản Lao Động
195801645,Thực Học Của Inamori Kazuo: Quản Trị Và Kế Toán,Inamori Kazuo,Bài học kinh doanh,168,NXB Trẻ
87391039,Thuật Yêu Đương (Tái Bản),Nguyễn Duy Cần,Sách giáo dục,336,NXB Trẻ
184466858,Tâm Lý Học - Những Thí Nghiệm Não Bộ Chưa Được Tiết Lộ,Adam Hart-Davis,Sách tư duy - Kỹ năng sống,256,Nhà Xuất Bản Thanh Niên
188930498,Người Bà Tài Giỏi Vùng Saga – Tập 6,Yoshichi Shimada,Người Bà Tài Giỏi Vùng Saga – Tập 6,200,Nhà Xuất Bản Phụ Nữ
199240640,Vua Sáng Chế - Tập 19,Tatsuki Nohda,Vua Sáng Chế - Tập 19,192,Nhà Xuất Bản Kim Đồng
193590152,Méthode Rose - Phương pháp hồng 1 - Năm thứ nhất với đàn piano - Giáo trình dạy piano nổi tiếng của  Pháp,Ernest Van De Velde,Âm Nhạc - Điện Ảnh,124,Nhà Xuất Bản Dân Trí
49066799,Hồi Ức Là Cuộn Băng Tua Ngược,Hyun-wook Park,Tiểu Thuyết,300,Nhà Xuất Bản Hà Nội
193211309,Chuông Gió (Tập 2),Vĩ Ngư,Truyện ngôn tình,456,Nhà Xuất Bản Thanh Niên
92993878,Truyện đọc cho bé trước giờ đi ngủ,Mai Hương,Truyện kể cho bé,112,Nhà Xuất Bản Phụ Nữ Việt Nam
187190676,Black Jack - Tập 11,Osamu Tezuka,Black Jack - Tập 11,200,NXB Trẻ
197588251,Tô Màu Phát Triển Não Bộ Cho Bé 1-5 Tuổi Tập 7,Phạm Ngọc Điệp,Tô màu - Luyện chữ,20,Nhà Xuất Bản Dân Trí
52785566,Fỉnh Fờ Lũ Ngốc – Kinh Tế Học Thao Túng Và Bịp Bợm -  Phishing For Phools,George A. Akerlof,Sách kinh tế học,428,Nhà Xuất Bản Dân Trí
204771686,Bé tô màu - Rau củ,Kim Thủy,Tô màu - Luyện chữ,16,Nhà Xuất Bản Mỹ Thuật
176824204,Tinh Hoa Kinh Tế Học (Tái Bản),Paul Krugman,Sách kinh tế học,780,Nhà Xuất Bản Tổng hợp TP.HCM
161903410,Năng Lượng Tinh Thể (Phương Pháp Thiền Định Và Chữa Lành Bằng Năng Lượng Từ Đá Tự Nhiên),Karen Frazier,Kiến Thức Bách Khoa,272,Nhà Xuất Bản Thanh Niên
197117227,Thao Túng Ký Ức,Tiến sĩ Julia Shaw,Sách tư duy - Kỹ năng sống,356,Nhà Xuất Bản Công Thương
102411866,The Having Tư Duy Thịnh Vượng,Suh Yoon Lee,Sách tư duy - Kỹ năng sống,296,Nhà Xuất Bản Thanh Niên
51215567,Đồng Tiền Hạnh Phúc,Ken Honda,Sách tư duy - Kỹ năng sống,258,Nhà Xuất Bản Đại Học Kinh Tế Quốc Dân
196932341,Dưỡng da tối giản,Thư Đỗ,Sách Làm Đẹp,136,Nhà Xuất Bản Thế Giới
160081250,Tăng Cường Sức Mạnh Não Bộ,Kato Toshinori,Sách tư duy - Kỹ năng sống,234,Nhà Xuất Bản Thế Giới
77982972,Những Mô Hình COACH Thành Công Nhất Hiện Nay,Jonathan Passmore,Bài học kinh doanh,360,Nhà Xuất Bản Thế Giới
149534865,Bảy Thanh Hung Giản 2 - Hổ Phách Đỏ Son - Gió Cuốn Cát Bụi,Vĩ Ngư,Truyện kiếm hiệp,550,Nhà Xuất Bản Hà Nội
72542509,Raw Vegan – Sức Mạnh Chữa Lành Của Thực Vật (Tặng kèm bookmark),Norman W.Walker,Raw Vegan – Sức Mạnh Chữa Lành Của Thực Vật (Tặng kèm bookmark),224,Nhà Xuất Bản Thế Giới
76656767,Lincoln Ở Cõi Trung Ấm,George Saunders,Tiểu Thuyết,460,Nhà Xuất Bản Hội Nhà Văn
148937391,Bóng đêm ký ức - trọn bộ 2 tập - Điều tra phá án - Tặng Bookmark mặt trăng độc quyền,Giảo Giảo,Tiểu Thuyết,1048,NXB Dân Trí
67991602,Đừng Làm Việc Chăm Chỉ Hãy Làm Việc Thông Minh,Tony Schwartz,Sách kỹ năng làm việc,492,Nhà Xuất Bản Hồng Đức
178483666,Những Lời Giáo Huấn Của Epictetus,Robin Hard,Sách nghệ thuật sống đẹp,568,Nhà Xuất Bản Công Thương
199030585,Search Inside Yourself – Tìm kiếm bên trong bạn (Tái bản),Chade-Meng Tan,Bài học kinh doanh,344,Nhà Xuất Bản Lao Động
76776247,Hà Nội Bảo Thế Là Thường (Bìa Mềm)(Tản Văn),Nguyễn Trương Quý,Truyện ngắn - Tản văn - Tạp Văn,272,Nhà Xuất Bản Hội Nhà Văn
186286180,Ngôi Trường Mọi Khi (Tái Bản 2022),Nguyễn Nhật Ánh,Truyện ngắn - Tản văn - Tạp Văn,244,NXB Trẻ
95289208,Người Bà Tài Giỏi Vùng Saga,Yoshichi Shimada,Sách nghệ thuật sống đẹp,216,Nhà Xuất Bản Thanh Niên
75996801,Charlie Và Nhà Máy Sô Cô La (Tái Bản 2021),Roald Dahl,Văn học thiếu nhi,224,Nhà Xuất Bản Kim Đồng
102381212,Triết Học - Tất Cả Những Điều Cần Biết Để Thông Thạo Bộ Môn Này,Peter Gibson,Triết Học,256,Nhà Xuất Bản Thế Giới
168367080,Thông Não Ielts Reading Cùng Linear,Lê Đình Lực,Sách Học Tiếng Anh,207,Nhà Xuất Bản Dân Trí
63516905,Boxset 4 Cuốn: Cá Voi Đêm Bão Và Những Câu Chuyện Khác…,Benji Davies,Truyện tranh thiếu nhi,128,Nhà Xuất Bản Kim Đồng
202450671,Hội Chứng Tuổi Thanh Xuân – Tập 8,Hajime KAMOSHIDA,Light novel,344,Nhà Xuất Bản Kim Đồng
4705253,Kinh Địa Tạng,Thích Nhật Từ,Kinh Địa Tạng,160,Nhà Xuất Bản Hồng Đức
80141527,Hackers IELTS Basic- Reading,Hackers,Sách Học Tiếng Anh,404,Nhà Xuất Bản Thế Giới
138107483,Binh Pháp Tôn Tử Dành Cho Phái Đẹp (Tái Bản),Chin-Ning Chu,Sách tư duy - Kỹ năng sống,108,Nhà Xuất Bản Đà Nẵng
162140236,Go Green Hành Tinh Nhựa,Georgia Amson-Bradshaw,Truyện tranh thiếu nhi,48,Nhà Xuất Bản Dân Trí
52691750,Tự Do Đầu Tiên & Cuối Cùng,J.Krishnamurti,Sách nghệ thuật sống đẹp,436,Nhà Xuất Bản Tổng hợp TP.HCM
185445037,Dưới Hiên Nhà Bà Già Đọc Boyslove - 1,Tsurutani Kaori,Dưới Hiên Nhà Bà Già Đọc Boyslove - 1,146,Nhà Xuất Bản Hà Nội
200634069,"Dear, Darling - Bản Tặng Kèm Chữ Ký Tác Giả",Hiên,Truyện ngắn - Tản văn - Tạp Văn,200,Nhà Xuất Bản Phụ Nữ Việt Nam
139979522,Ăn Dặm Kiểu Nhật (Tái Bản),Tsutsumi Chiharu,Sách Làm Cha Mẹ,176,Nhà Xuất Bản Lao Động
162140222,Tết Ở Làng Địa Ngục,Thảo Trang,Truyện dài,544,Nhà Xuất Bản Thanh Niên
90888310,Lũ Trẻ Hư Nhất Quả Đất 2,David Walliams,Truyện cười,286,Nhà Xuất Bản Hội Nhà Văn
157054862,Tâm Lý Học Thành Công (Tái Bản),Carol S.Dweck,Sách giáo dục,480,Nhà Xuất Bản Lao Động
201562338,"Không Sao Mà, Chúng Ta Rồi Sẽ Ổn",Mai Thanh Hạ,Thơ,200,Nhà Xuất Bản Văn Học
200997680,Sách - J. Krishnamurti Đôi Điều Cần Suy Ngẫm - First News,J. Krishnamurti,Sách tư duy - Kỹ năng sống,368,NXB Dân Trí
100384412,Vô Cùng Tàn Nhẫn Vô Cùng Yêu Thương (Tái Bản),Sara Imas,Sách Làm Cha Mẹ,516,Nhà Xuất Bản Dân Trí
49249526,Thiết Kế Cuộc Đời Thịnh Vượng - Design a Prosperous Life,Thái Phạm,Sách tư duy - Kỹ năng sống,352,Nhà Xuất Bản Thế Giới
27962195,Ehon Thông Minh Cho Trẻ Mẫu Giáo - Kẹt Xe Lâu Quá,Ohmura Tomoko,Truyện tranh Ehon,38,Nhà Xuất Bản Thế Giới
9490657,Hệ thống giao dịch Ichimoku Charts - Ichimoku Kinko Clouds  (Phiên bản sách năm 2018),Nicole Elliott,"Sách tài chính, tiền tệ",376,Nhà Xuất Bản Thế Giới
160488880,OKR - Từ Chiến Lược Mục Tiêu Đến Kết Quả Then Chốt,Masaru Amono,"Sách quản trị, lãnh đạo",204,Nhà Xuất Bản Công Thương
16391543,Cha Voi - Dạy Con Nên Người Ở Thời Đại Số,Trương Nguyện Thành,Sách Làm Cha Mẹ,332,Nhà Xuất Bản Dân Trí
15499818,Bộ sách Thay thói quen – Đổi vận mệnh,Alan Phan,Sách tư duy - Kỹ năng sống,385,Nhà Xuất Bản Thế Giới
204771676,Ngôi nhà trông về phía biển & chuyện ngày sau,Mizuki Harada,Truyện ngắn - Tản văn - Tạp Văn,668,Nhà Xuất Bản Văn Học
26168610,Sherlock Holmes (Boxset Trọn Bộ 3 Tập),Sir Arthur Conan Doyle,Truyện trinh thám,2004,Nhà Xuất Bản Văn Học
162205263,Những Đồ Vật Có Linh Hồn,Tống Ngọc,Truyện kinh dị,304,Nhà Xuất Bản Dân Trí
76541999,Tăng tốc luyện đề thi Đánh giá năng lực (theo cấu trúc đề thi của Đại học Quốc gia TP. Hồ Chí Minh),Minh Tâm,Sách Luyện Thi Đại Học - Cao Đẳng,460,Nhà Xuất Bản Đại Học Quốc Gia Hà Nội
55064570,Người Truyền Ký Ức (Giải Thưởng Boston Globe-Horn Book)(Tái Bản 2020),Lois Lowry,Tiểu Thuyết,248,Nhà Xuất Bản Hội Nhà Văn
186286174,Trại Hoa Vàng (Tái Bản 2022),Nguyễn Nhật Ánh,Truyện ngắn - Tản văn - Tạp Văn,292,NXB Trẻ
39228816,Kỹ Thuật Giao Dịch Để Kiếm Tiền Hàng Ngày Trên Thị Trường Chứng Khoán – Day Trade For A Living,Andrew Aziz,"Sách tài chính, tiền tệ",264,Nhà Xuất Bản Thế Giới
186578993,Đu Đưa Trên Ngọn Cây Bàng,Nguyễn Hoàng Diệu Thủy,Truyện dài,248,Nhà Xuất Bản Phụ Nữ
22438813,Mật Mã Thần Số Học,Glynis McCants,Sách Chiêm Tinh - Horoscope,339,Nhà Xuất Bản Hồng Đức
48905507,Don Quixote - Nhà Quý Tộc Tài Ba Xứ Mancha Tập 2 (Tái Bản),Miguel De Cervantes,Tác phẩm kinh điển,628,Nhà Xuất Bản Văn Học
201158670,Sách - Yêu mình đủ bạn có cả thế giới,Nguyễn Hoàng Anh,Sách nghệ thuật sống đẹp,350,Nhà Xuất Bản Thanh Niên
